start_time,axis1,axis2,axis3,steps,lux
2012-04-18 07:59:00,3447,4417,4489,26,3447
2012-04-18 08:00:00,2325,3372,2809,26,2325
2012-04-18 08:01:00,3209,3211,4056,35,3209
2012-04-18 08:02:00,3302,6104,3624,31,3302
2012-04-18 08:03:00,3266,3079,3907,21,3266
2012-04-18 08:04:00,2755,2647,3100,25,2755
2012-04-18 08:05:00,1476,3096,2623,20,1476
2012-04-18 08:06:00,2303,2324,2849,26,2303
2012-04-18 08:07:00,3425,3272,4088,26,3425
2012-04-18 08:08:00,2971,4280,4262,25,2971
2012-04-18 08:09:00,2214,1754,3853,24,2214
2012-04-18 08:10:00,2913,3102,2856,25,2913
2012-04-18 08:11:00,1934,4094,4383,18,1934
2012-04-18 08:12:00,1977,3025,3481,15,1977
2012-04-18 08:13:00,3044,3155,4359,30,3044
2012-04-18 08:14:00,3276,4068,2987,27,3276
2012-04-18 08:15:00,5015,4705,5264,25,5015
2012-04-18 08:16:00,2107,1907,2241,18,2107
2012-04-18 08:17:00,3517,3325,3891,34,3517
2012-04-18 08:18:00,2309,3182,3464,20,2309
2012-04-18 08:19:00,777,1016,1867,10,777
2012-04-18 08:20:00,1676,2395,2546,17,1676
2012-04-18 08:21:00,3219,3528,2724,29,3219
2012-04-18 08:22:00,1842,1551,1633,14,1842
2012-04-18 08:23:00,340,377,265,5,340
2012-04-18 08:24:00,325,97,75,6,325
2012-04-18 08:25:00,347,227,302,2,347
2012-04-18 08:26:00,2390,1717,2415,19,2390
2012-04-18 08:27:00,474,748,608,4,474
2012-04-18 08:28:00,2,97,16,1,2
2012-04-18 08:29:00,446,249,260,1,446
2012-04-18 08:30:00,68,441,567,2,68
2012-04-18 08:31:00,3305,3212,3114,23,3305
2012-04-18 08:32:00,320,289,568,5,320
2012-04-18 08:33:00,803,717,1125,8,803
2012-04-18 08:34:00,567,748,1541,9,567
2012-04-18 08:35:00,1561,1693,1577,12,1561
2012-04-18 08:36:00,1136,1519,1812,10,1136
2012-04-18 08:37:00,489,625,933,7,489
2012-04-18 08:38:00,2009,2138,2245,22,2009
2012-04-18 08:39:00,2337,1536,1945,21,2337
2012-04-18 08:40:00,1733,1855,2648,14,1733
2012-04-18 08:41:00,309,319,1115,7,309
2012-04-18 08:42:00,794,1580,1020,9,794
2012-04-18 08:43:00,675,1221,829,8,675
2012-04-18 08:44:00,499,1203,426,12,499
2012-04-18 08:45:00,2624,2984,2285,37,2624
2012-04-18 08:46:00,1044,1378,1139,8,1044
2012-04-18 08:47:00,2362,2163,2129,23,2362
2012-04-18 08:48:00,1908,1993,1628,21,1908
2012-04-18 08:49:00,2104,1598,1665,22,2104
2012-04-18 08:50:00,2224,2205,2626,32,2224
2012-04-18 08:51:00,2248,2097,3411,31,2248
2012-04-18 08:52:00,1534,1249,2359,23,1534
2012-04-18 08:53:00,4251,3603,4180,33,4251
2012-04-18 08:54:00,4498,3569,4444,26,4498
2012-04-18 08:55:00,531,1224,273,9,531
2012-04-18 08:56:00,1300,1587,985,17,1300
2012-04-18 08:57:00,634,1245,423,10,634
2012-04-18 08:58:00,1233,1291,1706,11,1233
2012-04-18 08:59:00,180,230,1192,4,180
2012-04-18 09:00:00,907,794,2358,17,907
2012-04-18 09:01:00,797,814,1919,13,797
2012-04-18 09:02:00,1308,1440,3060,17,1308
2012-04-18 09:03:00,1247,1251,3034,16,1247
2012-04-18 09:04:00,1624,1321,2839,21,1624
2012-04-18 09:05:00,3679,3754,3654,20,3679
2012-04-18 09:06:00,2036,2876,3797,20,2036
2012-04-18 09:07:00,483,1198,3114,8,483
2012-04-18 09:08:00,1580,3217,5885,17,1580
2012-04-18 09:09:00,439,673,248,7,439
2012-04-18 09:10:00,1369,1807,2108,14,1369
2012-04-18 09:11:00,3491,2808,3306,25,3491
2012-04-18 09:12:00,2804,2223,3837,32,2804
2012-04-18 09:13:00,3311,3981,3478,37,3311
2012-04-18 09:14:00,4234,4406,5277,52,4234
2012-04-18 09:15:00,3109,2961,4031,27,3109
2012-04-18 09:16:00,984,1495,1381,13,984
2012-04-18 09:17:00,2975,2910,3979,27,2975
2012-04-18 09:18:00,1137,1449,1867,11,1137
2012-04-18 09:19:00,1581,1773,1980,10,1581
2012-04-18 09:20:00,3363,2879,4525,29,3363
2012-04-18 09:21:00,1699,2946,4136,20,1699
2012-04-18 09:22:00,967,1057,2527,14,967
2012-04-18 09:23:00,1688,3258,4439,22,1688
2012-04-18 09:24:00,1726,2509,4585,15,1726
2012-04-18 09:25:00,3692,2865,2713,27,3692
2012-04-18 09:26:00,3256,3680,3361,36,3256
2012-04-18 09:27:00,146,590,39,4,146
2012-04-18 09:28:00,508,730,513,7,508
2012-04-18 09:29:00,331,957,343,3,331
2012-04-18 09:30:00,964,2367,1912,8,964
2012-04-18 09:31:00,404,974,706,7,404
2012-04-18 09:32:00,270,1079,735,9,270
2012-04-18 09:33:00,1094,1207,1699,9,1094
2012-04-18 09:34:00,1670,2443,2540,8,1670
2012-04-18 09:35:00,2106,4173,3424,16,2106
2012-04-18 09:36:00,2632,4152,4022,17,2632
2012-04-18 09:37:00,1813,2621,2339,7,1813
2012-04-18 09:38:00,1452,2435,3453,13,1452
2012-04-18 09:39:00,988,1915,1871,8,988
2012-04-18 09:40:00,404,1002,459,7,404
2012-04-18 09:41:00,421,1577,200,10,421
2012-04-18 09:42:00,459,1174,494,8,459
2012-04-18 09:43:00,812,1439,750,3,812
2012-04-18 09:44:00,1288,2549,2871,7,1288
2012-04-18 09:45:00,1529,3642,2393,22,1529
2012-04-18 09:46:00,5002,4675,4246,25,5002
2012-04-18 09:47:00,2353,2477,3579,35,2353
2012-04-18 09:48:00,6030,5796,5323,46,6030
2012-04-18 09:49:00,2290,2386,2533,17,2290
2012-04-18 09:50:00,3110,4758,4613,24,3110
2012-04-18 09:51:00,1941,2109,3032,17,1941
2012-04-18 09:52:00,2429,1785,2190,10,2429
2012-04-18 09:53:00,803,942,2008,7,803
2012-04-18 09:54:00,859,892,2824,9,859
2012-04-18 09:55:00,1996,2584,4364,14,1996
2012-04-18 09:56:00,1011,1837,4645,12,1011
2012-04-18 09:57:00,2340,3232,2963,20,2340
2012-04-18 09:58:00,2025,1088,2283,15,2025
2012-04-18 09:59:00,1905,1022,2443,23,1905
2012-04-18 10:00:00,2037,2521,3094,23,2037
2012-04-18 10:01:00,3450,3433,4081,33,3450
2012-04-18 10:02:00,6752,4863,4760,37,6752
2012-04-18 10:03:00,2434,2344,2271,23,2434
2012-04-18 10:04:00,5978,4728,5901,55,5978
2012-04-18 10:05:00,5267,4919,5701,38,5267
2012-04-18 10:06:00,3490,3177,3556,31,3490
2012-04-18 10:07:00,1744,2591,1620,17,1744
2012-04-18 10:08:00,4003,4354,2641,19,4003
2012-04-18 10:09:00,2944,3287,1784,18,2944
2012-04-18 10:10:00,3939,4722,2347,25,3939
2012-04-18 10:11:00,5867,4836,4769,52,5867
2012-04-18 10:12:00,4698,3979,4437,41,4698
2012-04-18 10:13:00,4997,5516,3709,28,4997
2012-04-18 10:14:00,6046,4892,4960,35,6046
2012-04-18 10:15:00,5896,4023,4932,36,5896
2012-04-18 10:16:00,5129,4679,5325,43,5129
2012-04-18 10:17:00,2387,2947,3496,17,2387
2012-04-18 10:18:00,2356,2051,2416,9,2356
2012-04-18 10:19:00,813,1171,1621,7,813
2012-04-18 10:20:00,1507,1885,1597,14,1507
2012-04-18 10:21:00,1824,1821,1187,11,1824
2012-04-18 10:22:00,1442,3199,1213,20,1442
2012-04-18 10:23:00,2838,4399,3557,22,2838
2012-04-18 10:24:00,383,737,1230,4,383
2012-04-18 10:25:00,1018,1533,1449,10,1018
2012-04-18 10:26:00,154,214,438,3,154
2012-04-18 10:27:00,1313,2412,2710,13,1313
2012-04-18 10:28:00,1802,2692,1194,13,1802
2012-04-18 10:29:00,884,1649,1297,10,884
2012-04-18 10:30:00,103,294,25,1,103
2012-04-18 10:31:00,330,945,1053,3,330
2012-04-18 10:32:00,1246,1518,1617,7,1246
2012-04-18 10:33:00,1044,1886,1027,11,1044
2012-04-18 10:34:00,407,584,569,2,407
2012-04-18 10:35:00,1068,1805,2267,11,1068
2012-04-18 10:36:00,1664,2385,1908,12,1664
2012-04-18 10:37:00,590,1910,665,12,590
2012-04-18 10:38:00,239,419,479,3,239
2012-04-18 10:39:00,1845,2758,3500,13,1845
2012-04-18 10:40:00,886,1849,1548,12,886
2012-04-18 10:41:00,2886,1747,2311,11,2886
2012-04-18 10:42:00,2150,1900,3899,16,2150
2012-04-18 10:43:00,0,17,281,0,0
2012-04-18 10:44:00,857,1434,1919,13,857
2012-04-18 10:45:00,476,701,1073,5,476
2012-04-18 10:46:00,895,948,974,8,895
2012-04-18 10:47:00,1358,1859,2962,14,1358
2012-04-18 10:48:00,2094,2390,3494,13,2094
2012-04-18 10:49:00,3745,5350,4475,22,3745
2012-04-18 10:50:00,2814,4235,4018,22,2814
2012-04-18 10:51:00,3449,4089,3428,19,3449
2012-04-18 10:52:00,120,655,645,2,120
2012-04-18 10:53:00,2009,3859,2743,16,2009
2012-04-18 10:54:00,2400,4606,2789,16,2400
2012-04-18 10:55:00,913,3082,2573,12,913
2012-04-18 10:56:00,917,1588,1149,8,917
2012-04-18 10:57:00,1064,3536,1568,8,1064
2012-04-18 10:58:00,1064,2154,1308,18,1064
2012-04-18 10:59:00,514,1352,1017,4,514
2012-04-18 11:00:00,1016,2102,2381,14,1016
2012-04-18 11:01:00,217,1182,825,3,217
2012-04-18 11:02:00,111,172,529,1,111
2012-04-18 11:03:00,715,3201,1821,7,715
2012-04-18 11:04:00,851,2194,2331,12,851
2012-04-18 11:05:00,227,1171,313,4,227
2012-04-18 11:06:00,2401,3849,3518,19,2401
2012-04-18 11:07:00,2133,3496,2367,19,2133
2012-04-18 11:08:00,3451,4986,3279,23,3451
2012-04-18 11:09:00,2983,3053,2769,23,2983
2012-04-18 11:10:00,2633,1985,1997,43,2633
2012-04-18 11:11:00,3687,2734,2601,69,3687
2012-04-18 11:12:00,3931,3788,3486,61,3931
2012-04-18 11:13:00,938,1450,770,11,938
2012-04-18 11:14:00,279,1192,497,4,279
2012-04-18 11:15:00,632,1468,440,8,632
2012-04-18 11:16:00,458,1100,1284,6,458
2012-04-18 11:17:00,17,25,259,1,17
2012-04-18 11:18:00,1462,1546,1422,7,1462
2012-04-18 11:19:00,5828,4511,4169,39,5828
2012-04-18 11:20:00,2329,1468,2179,24,2329
2012-04-18 11:21:00,4633,4116,3942,36,4633
2012-04-18 11:22:00,2067,3575,3268,17,2067
2012-04-18 11:23:00,1267,1755,1455,11,1267
2012-04-18 11:24:00,1639,2526,2269,19,1639
2012-04-18 11:25:00,819,787,809,2,819
2012-04-18 11:26:00,630,743,553,2,630
2012-04-18 11:27:00,1129,878,1348,5,1129
2012-04-18 11:28:00,122,342,480,1,122
2012-04-18 11:29:00,1397,2093,1797,10,1397
2012-04-18 11:30:00,970,1986,1892,12,970
2012-04-18 11:31:00,1176,1802,1053,9,1176
2012-04-18 11:32:00,974,1870,1456,9,974
2012-04-18 11:33:00,1247,1679,668,11,1247
2012-04-18 11:34:00,517,1444,193,4,517
2012-04-18 11:35:00,255,587,177,6,255
2012-04-18 11:36:00,739,1838,1101,9,739
2012-04-18 11:37:00,2334,2412,1522,11,2334
2012-04-18 11:38:00,288,1152,306,7,288
2012-04-18 11:39:00,511,1153,890,8,511
2012-04-18 11:40:00,1582,2803,2545,16,1582
2012-04-18 11:41:00,971,2318,2180,15,971
2012-04-18 11:42:00,330,958,106,5,330
2012-04-18 11:43:00,760,1252,376,8,760
2012-04-18 11:44:00,1835,2581,1763,11,1835
2012-04-18 11:45:00,2488,1721,2481,14,2488
2012-04-18 11:46:00,1739,2324,2212,18,1739
2012-04-18 11:47:00,24,450,45,0,24
2012-04-18 11:48:00,2582,3453,2306,18,2582
2012-04-18 11:49:00,1292,2009,1214,9,1292
2012-04-18 11:50:00,1861,1484,1335,10,1861
2012-04-18 11:51:00,1047,1700,899,12,1047
2012-04-18 11:52:00,794,1824,1420,8,794
2012-04-18 11:53:00,1426,1837,2105,15,1426
2012-04-18 11:54:00,772,1625,1284,8,772
2012-04-18 11:55:00,1352,1781,1355,8,1352
2012-04-18 11:56:00,634,837,557,7,634
2012-04-18 11:57:00,634,1673,967,5,634
2012-04-18 11:58:00,1031,1221,1509,10,1031
2012-04-18 11:59:00,77,539,261,1,77
2012-04-18 12:00:00,1956,1746,2065,14,1956
2012-04-18 12:01:00,1443,1776,1412,16,1443
2012-04-18 12:02:00,493,756,609,4,493
2012-04-18 12:03:00,1038,1629,2129,8,1038
2012-04-18 12:04:00,2203,2698,2971,16,2203
2012-04-18 12:05:00,1675,1630,1792,13,1675
2012-04-18 12:06:00,2261,2275,3260,21,2261
2012-04-18 12:07:00,593,802,961,3,593
2012-04-18 12:08:00,2896,3002,3330,15,2896
2012-04-18 12:09:00,812,1263,990,8,812
2012-04-18 12:10:00,1325,1739,1980,7,1325
2012-04-18 12:11:00,2988,3555,2839,34,2988
2012-04-18 12:12:00,3093,3529,3214,68,3093
2012-04-18 12:13:00,4530,4913,4442,38,4530
2012-04-18 12:14:00,2289,2866,2308,25,2289
2012-04-18 12:15:00,1721,1511,1502,22,1721
2012-04-18 12:16:00,1447,1519,1723,13,1447
2012-04-18 12:17:00,3119,2914,3776,23,3119
2012-04-18 12:18:00,2980,2465,2924,20,2980
2012-04-18 12:19:00,2157,3040,2038,14,2157
2012-04-18 12:20:00,2709,4571,2425,19,2709
2012-04-18 12:21:00,2891,3102,3109,23,2891
2012-04-18 12:22:00,1545,3056,3507,18,1545
2012-04-18 12:23:00,543,983,1008,10,543
2012-04-18 12:24:00,1417,1829,2124,10,1417
2012-04-18 12:25:00,1883,2148,1422,15,1883
2012-04-18 12:26:00,1227,1801,1124,11,1227
2012-04-18 12:27:00,1005,1395,915,11,1005
2012-04-18 12:28:00,958,1983,1281,9,958
2012-04-18 12:29:00,1663,1654,770,16,1663
2012-04-18 12:30:00,1019,2312,2013,15,1019
2012-04-18 12:31:00,1385,1227,1513,6,1385
2012-04-18 12:32:00,182,188,28,1,182
2012-04-18 12:33:00,972,734,399,8,972
2012-04-18 12:34:00,1380,2340,1839,15,1380
2012-04-18 12:35:00,500,733,1300,7,500
2012-04-18 12:36:00,1217,1241,1300,13,1217
2012-04-18 12:37:00,734,573,488,6,734
2012-04-18 12:38:00,1061,1675,856,5,1061
2012-04-18 12:39:00,114,234,63,3,114
2012-04-18 12:40:00,824,1383,591,7,824
2012-04-18 12:41:00,680,750,383,4,680
2012-04-18 12:42:00,901,1415,1100,7,901
2012-04-18 12:43:00,869,1081,854,9,869
2012-04-18 12:44:00,728,1202,500,10,728
2012-04-18 12:45:00,723,1406,588,7,723
2012-04-18 12:46:00,361,624,238,2,361
2012-04-18 12:47:00,585,1931,1420,9,585
2012-04-18 12:48:00,803,1337,2075,12,803
2012-04-18 12:49:00,1203,1825,2710,12,1203
2012-04-18 12:50:00,1820,2539,2201,16,1820
2012-04-18 12:51:00,1870,2518,1884,20,1870
2012-04-18 12:52:00,3815,3510,4601,27,3815
2012-04-18 12:53:00,2757,2339,2722,27,2757
2012-04-18 12:54:00,4440,3848,3815,17,4440
2012-04-18 12:55:00,7406,7349,6428,41,7406
2012-04-18 12:56:00,3691,3777,3376,37,3691
2012-04-18 12:57:00,2522,3242,4734,25,2522
2012-04-18 12:58:00,986,541,1176,10,986
2012-04-18 12:59:00,1136,1028,1398,16,1136
