start_time,axis1,axis2,axis3,steps
2015-02-09 11:02:00,2181,2725,2101,15
2015-02-09 11:03:00,329,3099,839,8
2015-02-09 11:04:00,224,796,422,2
2015-02-09 11:05:00,0,0,37,0
2015-02-09 11:06:00,25,318,258,0
2015-02-09 11:07:00,155,1312,1421,3
2015-02-09 11:08:00,0,58,0,0
2015-02-09 11:09:00,572,548,515,3
2015-02-09 11:10:00,0,189,155,0
2015-02-09 11:11:00,84,989,1540,4
2015-02-09 11:12:00,0,678,1531,0
2015-02-09 11:13:00,59,884,2043,2
2015-02-09 11:14:00,298,952,3489,6
2015-02-09 11:15:00,204,117,1597,2
2015-02-09 11:16:00,636,670,2885,10
2015-02-09 11:17:00,1194,908,1878,9
2015-02-09 11:18:00,506,451,2423,4
2015-02-09 11:19:00,113,111,1468,4
2015-02-09 11:20:00,151,402,3304,6
2015-02-09 11:21:00,827,641,1534,9
2015-02-09 11:22:00,79,99,499,2
2015-02-09 11:23:00,345,433,811,2
2015-02-09 11:24:00,163,199,1062,1
2015-02-09 11:25:00,466,434,944,4
2015-02-09 11:26:00,1657,2234,2326,9
2015-02-09 11:27:00,836,697,952,5
2015-02-09 11:28:00,0,5,0,0
2015-02-09 11:29:00,742,911,513,5
2015-02-09 11:30:00,483,1109,852,3
2015-02-09 11:31:00,0,384,62,0
2015-02-09 11:32:00,0,130,29,0
2015-02-09 11:33:00,1294,1077,1627,11
2015-02-09 11:34:00,879,1532,2122,9
2015-02-09 11:35:00,425,282,515,3
2015-02-09 11:36:00,0,0,71,0
2015-02-09 11:37:00,608,946,1417,6
2015-02-09 11:38:00,1451,1934,868,5
2015-02-09 11:39:00,0,0,0,0
2015-02-09 11:40:00,32,44,217,0
2015-02-09 11:41:00,2083,3157,3104,20
2015-02-09 11:42:00,2167,1462,2206,12
2015-02-09 11:43:00,5413,4916,5312,32
2015-02-09 11:44:00,7082,6011,4163,67
2015-02-09 11:45:00,2121,2218,1887,41
2015-02-09 11:46:00,2350,1738,1646,44
2015-02-09 11:47:00,3424,2888,2357,39
2015-02-09 11:48:00,12176,9298,8201,63
2015-02-09 11:49:00,11536,8964,7061,63
2015-02-09 11:50:00,8773,6384,6554,54
2015-02-09 11:51:00,8264,5774,4501,68
2015-02-09 11:52:00,2967,2297,2444,61
2015-02-09 11:53:00,6021,4702,3637,65
2015-02-09 11:54:00,9372,7166,4935,73
2015-02-09 11:55:00,5137,3993,2530,68
2015-02-09 11:56:00,6093,4523,3147,51
2015-02-09 11:57:00,5017,7042,3054,69
2015-02-09 11:58:00,8895,7179,3971,74
2015-02-09 11:59:00,3738,3730,4161,44
2015-02-09 12:00:00,5039,2276,2811,38
2015-02-09 12:01:00,4655,3160,2424,56
2015-02-09 12:02:00,6268,3823,3716,69
2015-02-09 12:03:00,5182,4056,3985,50
2015-02-09 12:04:00,4370,2809,3557,28
2015-02-09 12:05:00,3552,2385,2433,54
2015-02-09 12:06:00,10911,6493,7134,51
2015-02-09 12:07:00,3990,3302,4164,46
2015-02-09 12:08:00,5444,5009,5847,33
2015-02-09 12:09:00,1730,2122,2755,12
2015-02-09 12:10:00,1970,2250,1532,14
2015-02-09 12:11:00,25,296,34,1
2015-02-09 12:12:00,1254,1566,1053,6
2015-02-09 12:13:00,1117,986,473,6
2015-02-09 12:14:00,489,646,1491,8
2015-02-09 12:15:00,417,2140,706,6
2015-02-09 12:16:00,2426,2541,2178,13
2015-02-09 12:17:00,311,744,642,2
2015-02-09 12:18:00,1411,2189,1419,5
2015-02-09 12:19:00,1343,2051,2131,11
2015-02-09 12:20:00,906,1577,863,12
2015-02-09 12:21:00,573,1469,973,6
2015-02-09 12:22:00,778,1622,762,5
2015-02-09 12:23:00,1183,2097,1248,8
2015-02-09 12:24:00,1339,2872,1635,8
2015-02-09 12:25:00,95,795,924,2
2015-02-09 12:26:00,453,904,1409,3
2015-02-09 12:27:00,371,710,485,5
2015-02-09 12:28:00,1335,1525,948,10
2015-02-09 12:29:00,853,805,1424,8
2015-02-09 12:30:00,767,1252,811,8
2015-02-09 12:31:00,576,1552,1156,11
2015-02-09 12:32:00,33,2723,3915,2
2015-02-09 12:33:00,366,1269,570,4
2015-02-09 12:34:00,953,1779,1866,8
2015-02-09 12:35:00,149,771,739,3
2015-02-09 12:36:00,555,1651,969,4
2015-02-09 12:37:00,645,2985,3193,14
2015-02-09 12:38:00,862,2389,2860,6
2015-02-09 12:39:00,917,2612,3872,10
2015-02-09 12:40:00,1285,3460,2903,16
2015-02-09 12:41:00,403,1989,1799,8
2015-02-09 12:42:00,5,2189,506,0
2015-02-09 12:43:00,1015,1637,1892,9
2015-02-09 12:44:00,1074,2671,2934,9
2015-02-09 12:45:00,1371,4226,3109,16
2015-02-09 12:46:00,1042,2873,3220,36
2015-02-09 12:47:00,416,2218,3150,5
2015-02-09 12:48:00,214,774,2104,4
2015-02-09 12:49:00,3820,5678,4147,34
2015-02-09 12:50:00,1382,1167,1307,22
2015-02-09 12:51:00,4917,4026,5274,28
2015-02-09 12:52:00,2497,2151,2996,47
2015-02-09 12:53:00,5544,2660,3086,31
2015-02-09 12:54:00,4220,3461,4031,48
2015-02-09 12:55:00,4036,2736,3067,35
2015-02-09 12:56:00,4894,3253,3405,38
2015-02-09 12:57:00,2601,2529,3071,70
2015-02-09 12:58:00,5251,3146,4027,59
2015-02-09 12:59:00,3454,2504,2163,45
2015-02-09 13:00:00,413,717,1066,13
2015-02-09 13:01:00,3034,2860,3003,34
2015-02-09 13:02:00,7541,4547,5513,37
2015-02-09 13:03:00,850,2468,2879,10
2015-02-09 13:04:00,976,2210,1738,7
2015-02-09 13:05:00,1845,2035,1523,12
2015-02-09 13:06:00,1160,3182,2041,16
2015-02-09 13:07:00,158,1065,383,3
2015-02-09 13:08:00,140,447,323,1
2015-02-09 13:09:00,0,7,7,0
2015-02-09 13:10:00,238,298,48,2
2015-02-09 13:11:00,0,6,0,0
2015-02-09 13:12:00,57,652,1361,1
2015-02-09 13:13:00,454,1958,1775,7
2015-02-09 13:14:00,19,127,47,1
2015-02-09 13:15:00,1191,1890,1594,7
2015-02-09 13:16:00,1393,2500,2476,6
2015-02-09 13:17:00,555,809,569,2
2015-02-09 13:18:00,515,1207,1509,4
2015-02-09 13:19:00,358,1290,624,3
2015-02-09 13:20:00,0,0,0,0
2015-02-09 13:21:00,0,0,0,0
2015-02-09 13:22:00,676,907,964,2
2015-02-09 13:23:00,0,0,0,0
2015-02-09 13:24:00,1035,2468,1961,7
2015-02-09 13:25:00,917,3274,1925,5
2015-02-09 13:26:00,63,618,395,1
2015-02-09 13:27:00,1399,2245,1817,13
2015-02-09 13:28:00,393,910,621,4
2015-02-09 13:29:00,0,0,0,0
2015-02-09 13:30:00,0,2,17,0
2015-02-09 13:31:00,143,185,153,0
2015-02-09 13:32:00,372,338,264,2
2015-02-09 13:33:00,0,12,1,0
2015-02-09 13:34:00,0,0,0,0
2015-02-09 13:35:00,190,580,364,2
2015-02-09 13:36:00,996,1026,882,5
2015-02-09 13:37:00,728,1977,1257,6
2015-02-09 13:38:00,899,1203,1283,6
2015-02-09 13:39:00,951,1894,1352,7
2015-02-09 13:40:00,1233,690,789,6
2015-02-09 13:41:00,4317,4193,4976,21
2015-02-09 13:42:00,3064,2975,3193,33
2015-02-09 13:43:00,6009,5548,5366,56
2015-02-09 13:44:00,2475,3137,3697,51
2015-02-09 13:45:00,2870,4333,4865,40
2015-02-09 13:46:00,3739,2350,3376,19
2015-02-09 13:47:00,2287,2147,3092,19
2015-02-09 13:48:00,5295,4041,6724,24
2015-02-09 13:49:00,75,302,599,2
2015-02-09 13:50:00,1804,1608,1625,6
2015-02-09 13:51:00,6692,4500,6579,40
2015-02-09 13:52:00,3099,2943,3141,79
2015-02-09 13:53:00,2053,2945,2120,76
2015-02-09 13:54:00,2001,3385,1897,94
2015-02-09 13:55:00,2149,3062,1796,60
2015-02-09 13:56:00,1523,1374,992,37
2015-02-09 13:57:00,2357,2959,2050,63
2015-02-09 13:58:00,2200,2256,2049,32
2015-02-09 13:59:00,2627,2743,2839,22
